kmname,str
past_anesthesia_history,anesthesia history
past_anesthesia_history,past anesthesia history
past_anesthesia_history,past_anesthesia_history
past_anesthesia_history,anesthesia hx
past_gi_surgery,past_gi_surgery
past_gi_surgery,Previous Gastrointestinal Surgery
past_gi_surgery,previous gastrointestinal surgery
past_gi_surgery,past gi surgery
blood_products,blood products
blood_products,blood product
blood_products,History of Blood Transfusions
blood_products,history of blood transfusion
blood_products,history blood transfusion
blood_products,transfusions
blood_products,transfusion
blood_products,prior blood products
blood_products,prior blood product
blood_products,blood_products
blood_products,prior tranfusions
blood_products,Blood Products Administration History
blood_products,blood product administration history
radiation_therapy_or_exposure_history,radiation_therapy_or_exposure_history
radiation_therapy_or_exposure_history,radiation therapy or exposure history
radiation_therapy_or_exposure_history,radiation therapy exposure history
invasive_diagnostic_procedure_history,invasive_diagnostic_procedure_history
invasive_diagnostic_procedure_history,invasive diagnostic procedure history
trauma_history,trauma history
trauma_history,Trauma History
trauma_history,trauma history
trauma_history,trauma_history
injury_history,injury history
injury_history,injuries
injury_history,injury
injury_history,past injuries
injury_history,past injury
injury_history,injury_history
prior_hosptilization,history of hospitalizations
prior_hosptilization,history of hospitalization
prior_hosptilization,history hospitalization
prior_hosptilization,hospitalizations
prior_hosptilization,hospitalization
prior_hosptilization,prior hosptilization
prior_hosptilization,prior hospitalizations
prior_hosptilization,prior hospitalization
prior_hosptilization,prior_hosptilization
reproductive_history,OBSTETRIC AND GYNECOLOGIC
reproductive_history,obstetric and gynecologic
reproductive_history,obstetric gynecologic
reproductive_history,reproductive_history
reproductive_history,OBSTETRIC/PRENATAL HISTORY
reproductive_history,obstetric prenatal history
reproductive_history,reproductive history
reproductive_history,ob/gyn history
reproductive_history,ob gyn history
reproductive_history,PAST OB HISTORY
reproductive_history,PAST OB/GYN HISTORY
reproductive_history,past ob gyn history
obstetric_history,pregnancy history
obstetric_history,ob history
obstetric_history,obstetric_history
obstetric_history,obstetric history
obstetric_history,previous pregnancies
obstetric_history,previous pregnancy
obstetric_history,delivery history
obstetric_history,pregnancies
obstetric_history,pregnancy
obstetric_history,past ob hx
obstetric_history,history of pregnancies
obstetric_history,history of pregnancy
obstetric_history,history pregnancy
obstetric_history,prior pregnancies
obstetric_history,prior pregnancy
type_of_delivery,type of delivery
type_of_delivery,type delivery
type_of_delivery,type_of_delivery
delivery_complications,delivery complications
delivery_complications,delivery complication
delivery_complications,Complications of Labor
delivery_complications,complication of labor
delivery_complications,complication labor
delivery_complications,delivery_complications
pregnancy_complications,pregnancy complications
pregnancy_complications,pregnancy complication
pregnancy_complications,pregnancy_complications
pregnancy_complications,Complications of pregnancy
pregnancy_complications,complication of pregnancy
pregnancy_complications,complication pregnancy
gynecologic_history,gynecologic_history
gynecologic_history,gynecologic history
gynecologic_history,past gyn hx
gynecologic_history,gyn history
menstrual_history,menstrual history
menstrual_history,menstrual_history
menarche_age,age at menarche
menarche_age,age menarche
menarche_age,menarche age
menarche_age,menstrual onset
menarche_age,menarche
menarche_age,menarche_age
